# Verb vocabulary harvested from a corpus of interactive fiction.
#
# Regenerate:
#   verb-synonyms-gen harvest --corpus stories --corpus unit_tests \
#       --wordnet <WordNet-3.0/dict> --freq <12dicts/Lemmatized/2+2+3frq.txt> -o …
#
# Tab-separated: spelling, the number of stories whose parser accepts it, and
# the WordNet verb lemma to expand it under (empty when WordNet has no verb
# entry, which is most of the abbreviations, magic words and game-specific
# actions).  A spelling containing a space is a verb plus a literal word from
# one of its syntax lines — `turn on`, `pick up` — which is how English
# lexicalises them and how a thesaurus indexes them, even though a dictionary
# can only hold the head word.
#
# These are the STORIES' OWN spellings and are ground truth: a suggestion the
# parser would reject is worthless.  An inflected spelling is dropped only when
# every story that accepts it also accepts its base form.
#
# 149 stories read; 15454 spellings.
enter garden	1	
enter grand	1	
enter hall	1	
enter hallway	1	
enter home	1	
enter in	2	
enter into	2	
enter landscape	1	
enter on	2	
enter onto	1	
enter palace	1	
enter park	1	
enter password	1	
enter polar	1	
enter red	1	
enter room	1	
enter salon	1	
enter staircase	1	
enter street	1	
enter the	1	
enter threshold	1	
enter with	1	
entert	1	
entert up	1	
entertain	2	entertain
entertain up	2	
entice	5	entice
entice to	2	
entice with	5	
entrances	1	
entreat	1	entreat
entreat for	1	
entreat to	1	
enumerate	1	enumerate
enumerate blessings	1	
enumerate inv	1	
enumerate inventory	1	
enumerate my	1	
enumerate possessio	1	
enumerate sheep	1	
enumerate stuff	1	
epilogue	1	
eppona	1	
epstatus	1	
equip	4	equip
erase	19	erase
erase betwee	1	
erase dissertat	1	
erase down	6	
erase from	2	
erase in	5	
erase into	2	
erase laughter	1	
erase notebook	1	
erase notepad	1	
erase notes	1	
erase off	5	
erase on	1	
erase out	1	
erase thesis	1	
erase throug	2	
erase through	4	
erase to	1	
erase with	8	
erase writing	1	
erec	2	
erect	3	erect
erect out	1	
erect up	3	
erect with	3	
escape	15	escape
escape away	4	
escape from	8	escape from
escape to	1	
eschew	1	eschew
espnis	1	
etch	1	etch
etch on	1	
etiquette	1	
eudoxia	2	
evacua	1	
evacua from	1	
exa	8	
exam	35	
exami	1	
examin	25	
examin for	8	
examin in	16	
examin on	16	
examin throug	5	
examin under	2	
examin with	3	
examine	74	examine
examine about	1	
examine acknowled	1	
examine around	1	
examine closely	1	
examine contents	1	
examine floor	1	
examine for	9	
examine from	2	
examine ground	1	
examine grow	1	
examine hair	1	
examine handwriti	1	
examine in	16	
examine inventory	1	
examine item	1	
examine items	1	
examine laptop	1	
examine letters	1	
examine man	1	
examine men	1	
examine my	1	
examine of	5	
examine on	12	
examine out	1	
examine page	3	
examine peter	1	
examine reflectio	1	
examine room	1	
examine script	1	
examine status	1	
examine symbol	1	
examine table	1	
examine the	1	
examine through	11	
examine using	2	
examine with	10	
examine woman	1	
examine women	1	
examine words	1	
examine writing	1	
excava	4	
excava at	2	
excava in	4	
excava throug	4	
excava up	2	
excava with	4	
excavate	6	excavate
excavate at	3	
excavate here	1	
excavate in	4	
excavate through	3	
excavate up	3	
excavate with	5	
excellent	1	
exchan	2	
exchan for	2	
exchan with	2	
exchange	4	exchange
exchange for	4	
exchange to	1	
exchange with	2	
excise	1	excise
excise apart	1	
excise out	1	
excise up	1	
excise with	1	
excite	3	excite
excuse	1	excuse
execute	1	execute
execute with	1	
exer	2	
exerci	1	
exex	1	
exfil	1	
exha	1	
exhale	3	exhale
exhale on	1	
exhale out	1	
exhibit	3	exhibit
exhibit off	1	
exhibit to	2	
exi	1	
exit	98	exit
exit area	1	
exit cabin	1	
exit color	2	
exit colour	2	
exit drawing	1	
exit drawing-r	1	
exit from	3	
exit game	1	
exit here	1	
exit list	1	
exit listing	1	
exit listings	1	
exit lists	1	
exit location	1	
exit place	2	
exit room	3	
exit symbol	2	
exit the	1	
exit this	1	
exit through	1	
exits	18	
exits list	1	
exits listing	1	
exits listings	1	
exits lists	1	
exits off	5	
exits on	5	
exklip	1	
exorci	6	
exorci away	6	
exorci out	6	
exorcise	1	exorcise
exorcise away	1	
exorcise out	1	
expectora	1	
expectora at	1	
expectora into	1	
expectora on	1	
expectora out	1	
expectora through	1	
experimen	1	
expert	2	
expert mode	1	
explai	4	
explai about	4	
explai in	1	
explai to	3	
explai with	1	
explain	2	explain
explain about	1	
explain to	2	
explode	5	explode
explode with	1	
exploi	2	
exploit	5	exploit
exploit on	1	
explor	2	
explor throug	1	
explor under	2	
explor with	1	
explore	5	explore
explore after	1	
explore back	1	
explore bed	1	
explore behind	1	
explore down	2	
explore in	3	
explore inside	3	
explore into	3	
explore of	1	
explore off	1	
explore on	1	
explore onto	1	
explore out	1	
explore over	1	
explore sleep	1	
explore swimming	1	
explore through	3	
explore to	3	
explore towards	1	
explore up	2	
explore waterfall	1	
expose	3	expose
expose off	1	
expose to	1	
ext	2	
exte	2	
extend	8	extend
extend back	1	
extend to	1	extend to
extend up	3	
extend with	2	
exti	11	
exting	20	
extingui	1	
extinguis	23	
extinguis in	2	
extinguis out	1	
extinguis with	3	
extract	2	extract
extract down	1	
extract from	1	
extract in	1	
extract off	1	
extract on	1	
extract out	1	
extract root	1	
extract square	1	
extract under	1	
extract up	1	
extract with	1	
eye	1	eye
eyeball	1	eyeball
eyebrow	1	
eyebrow wiggle	1	
fable	1	
fables	1	
face	4	face
face around	1	
face at	1	
face away	1	
face by	1	
face for	1	
face in	1	
face left	1	
face off	2	face off
face on	2	
face over	1	
face right	1	
face to	3	
face toward	1	
face up	1	face up
face with	1	
facet	1	
facts	1	
faint	3	faint
faint in	1	
faint on	1	
fall	6	fall
fall across	1	
fall asleep	3	fall asleep
fall down	2	fall down
fall from	1	
fall in	1	fall in
fall knees	1	
fall off	1	fall off
fall on	1	
fall out	2	fall out
fall over	2	fall over
fall sleep	1	
fall throug	1	
fall to	2	
fall up	1	
fall with	1	
fan	1	fan
farewe	2	
farewell	15	
farewell to	1	
fargish	1	
fargish at	1	
fart	5	fart
fast	10	fast
fast forward	1	
fast-forw	1	
fast-forw to	1	
faste	1	
fasten	91	fasten
fasten around	16	
fasten before	1	
fasten honda	1	
fasten in	4	
fasten lariat	1	
fasten lasso	1	
fasten loop	1	
fasten me	1	
fasten myself	1	
fasten on	7	fasten on
fasten onto	2	
fasten reata	1	
fasten riata	1	
fasten to	90	
fasten togeth	2	
fasten together	6	
fasten up	26	
fasten waist	1	
fasten with	26	
fate	1	fate
fax	1	fax
fear	2	fear
feast	1	feast
feast on	1	
feast upon	1	
feature	1	feature
features	1	
fee	7	fee
feed	107	feed
feed at	1	
feed blood	2	
feed cpr	1	
feed cut	1	
feed direct	1	
feed for	4	
feed monologue	1	
feed off	1	
feed on	1	feed on
feed over	14	
feed the	1	
feed to	90	
feed up	2	
feed with	11	
feel	109	feel
feel around	1	
feel beard	1	
feel chin	1	
feel finger	1	
feel fingers	1	
feel goatee	1	
feel hand	1	
feel in	8	
feel inside	3	
feel moustache	1	
feel mustache	1	
feel my	1	
feel on	12	
feel onto	1	
feel over	4	
feel throug	1	
feel to	13	
feel under	1	
feel with	39	
feign	1	feign
feign like	1	
feint	1	feint
feint against	1	
feint with	1	
fell	4	fell
fell with	4	
female	2	
fence	1	fence
fence with	1	
ferdinand	1	
fetch	5	fetch
fetch breath	1	
fetch down	1	
fetch from	1	
fetch inventory	1	
fetch my	1	
fetch off	1	
fetch to	1	
fetter	1	fetter
fib	1	fib
fib about	1	
fib to	1	
fiddle	11	fiddle
fiddle on	1	
fiddle while	1	
fiddle with	10	fiddle with
fie	2	
fifth	1	
fifth page	1	
fig	1	
figaro	1	
figh	4	
fight	96	fight
fight against	2	
fight back	1	fight back
fight buckle	1	
fight by	1	
fight collar	1	
fight down	5	fight down
fight in	2	
fight into	1	
fight laughter	1	
fight off	4	fight off
fight on	2	
fight over	1	
fight the	1	
fight through	2	
fight up	1	
fight using	2	
fight with	62	
fighttest	1	
fighttest vs	1	
fil	3	
filch	1	filch
filch from	1	
filch inventory	1	
filch off	1	
filch with	1	
file	3	file
file finger	1	
file fingernail	1	
file my	1	
file nails	2	
filfre	1	
fill	80	fill
fill at	13	
fill car	1	
fill cup	1	
fill cups	1	
fill from	9	
fill her	1	
fill in	5	fill in
fill out	3	fill out
fill tank	1	
fill up	2	fill up
fill water	2	
fill with	46	
fin	5	fin
finalex	1	
find	62	find
find all	1	
find among	1	
find at	1	
find cellarium	1	
find clue	1	
find clues	1	
find coffee	1	
find crabs	1	
find everything	1	
find evidence	1	
find exit	1	
find exits	1	
find here	1	
find in	6	
find mercy	1	
find on	2	
find out	2	find out
find page	1	
find this	1	
find with	1	
finger	4	finger
finger beard	1	
finger chin	1	
finger goatee	1	
finger moustache	1	
finger mustache	1	
finger my	1	
finish	3	finish
fip	1	
fir	1	
fire	41	fire
fire at	25	
fire in	1	
fire off	1	
fire on	2	
fire through	1	
fire to	1	
fire with	20	
first	1	
first page	1	
fish	3	fish
fish in	2	
fish pole	1	
fish with	2	
fit	10	fit
fit across	1	
fit behind	1	
fit down	1	
fit in	1	fit in
fit on	2	
fit over	1	
fit to	1	
fit under	1	
fix	75	fix
fix on	3	
fix onto	2	
fix shelf	1	
fix to	16	
fix up	5	fix up
fix with	21	
fla	1	
flap	5	flap
flas	1	
flash	4	flash
flash at	2	
flash in	1	
flash off	1	
flash on	1	
flash over	1	
flash to	3	
flatte	1	
flatten	3	flatten
flatten out	2	flatten out
flatter	1	flatter
flaunt	1	flaunt
flaunt off	1	
flaunt to	1	
flee	13	flee
flee away	4	
flee from	6	
flee to	1	
fli	1	
flick	15	flick
flick around	10	
flick at	1	
flick back	1	
flick down	1	
flick for	1	
flick in	5	
flick into	1	
flick off	11	
flick on	11	
flick onto	1	
flick over	1	
flick right-si	1	
flick to	11	
flick up	1	
flick upside	1	
flick with	5	
fling	15	fling
fling above	1	
fling across	1	
fling against	5	
fling alongside	1	
fling at	15	
fling away	7	
fling beside	1	
fling by	1	
fling down	12	
fling from	1	
fling front	1	
fling in	15	
fling into	5	
fling me	1	
fling myself	1	
fling near	1	
fling next	1	
fling of	1	
fling off	10	fling off
fling on	13	
fling onto	4	
fling out	3	
fling over	12	
fling throug	3	
fling through	10	
fling to	11	
fling under	1	
fling up	1	
fling upon	1	
fling with	1	
flip	56	flip
flip around	16	
flip at	1	
flip away	1	
flip back	4	
flip beginning	1	
flip bronze	1	
flip by	1	
flip coin	1	
flip down	7	
flip for	12	
flip in	9	
flip into	1	
flip left	1	
flip next	1	
flip of	1	
flip off	40	
flip on	41	
flip one	1	
flip onto	1	
flip over	11	flip over
flip page	1	
flip prev	1	
flip previous	1	
flip right	1	
flip right-si	1	
flip start	1	
flip through	4	
flip to	38	
flip toward	1	
flip up	7	
flip upside	1	
flip with	24	
flirt	4	flirt
flirt with	3	flirt with
float	4	float
float away	1	
flodoor	1	
flome	1	
flood	2	flood
flood with	2	
flourish	1	flourish
flourish off	1	
flourish to	1	
flu	1	
flush	16	flush
flush down	2	flush down
flut	2	
fly	37	fly
fly across	1	
fly around	1	
fly away	3	
fly behind	2	
fly by	1	fly by
fly down	1	
fly in	2	
fly inside	1	
fly into	1	
fly on	8	fly on
fly out	1	
fly over	5	
fly through	2	
fly to	2	
fly under	1	
fly up	4	
fly with	7	
focus	6	focus
focus at	2	
focus in	1	
focus on	3	focus on
focus with	1	
foe	2	
fol	3	
fold	17	fold
fold around	4	
fold in	5	
fold off	1	
fold on	1	
fold out	3	
fold to	1	
fold up	7	fold up
fold with	1	
foll	6	
follies	1	
follow	52	follow
follow rat	1	
follow to	4	
follow tracks	1	
folly	1	
fond	2	
fondle	23	fondle
fondle beard	1	
fondle chin	1	
fondle goatee	1	
fondle in	2	
fondle inside	2	
fondle moustache	1	
fondle mustache	1	
fondle my	1	
fondle on	4	
fondle onto	1	
fondle over	1	
fondle to	4	
fondle with	9	
foo	4	
foobar	2	
fool	2	fool
fool around	1	fool around
fool with	1	
foot	1	foot
foot around	1	
foot back	1	
foot behind	1	
foot downstair	1	
foot downward	1	
foot in	1	
foot inside	1	
foot into	1	
foot it	1	
foot near	1	
foot outside	1	
foot through	1	
foot to	1	
foot toward	1	
foot towards	1	
foot upstairs	1	
foot upwards	1	
footlight	1	
footno	2	
footnote	3	footnote
footnotes	1	
footnotes off	1	
footnotes on	1	
for	2	
forc	7	
force	12	force
force apart	3	
force behind	3	
force down	3	
force in	6	
force on	3	
force open	5	
force out	3	force out
force over	3	
force under	3	
force up	3	
force with	8	
ford	15	ford
fore	1	
forest	1	forest
forget	5	forget
forget about	1	
forgiv	1	
format	1	format
formula	1	
formulae	1	
formulas	1	
fornic	1	
fornicate	1	fornicate
forpeli	1	
forward	3	forward
fountain	1	
fourth	1	
fourth page	1	
foxtrot	1	foxtrot
fracture	1	fracture
fracture down	1	
fracture off	1	
fratto	1	
free	53	free
free cobweb	1	
free cobwebs	1	
free from	27	
free spiderweb	1	
free spiderwebs	1	
free sticky	1	
free tangle	1	
free the	1	
free web	1	
free webbing	1	
free webs	1	
free with	8	
french	1	french
french kiss	1	
french with	1	
freshe	1	
freshe in	1	
freshe off	1	
freshe up	1	
freshe with	1	
fret	1	fret
fret about	1	
fret over	1	
fri	1	
friendly	1	
friendly on	1	
frighten	5	frighten
frighten away--	1	
frike	1	
frike at	1	
frike in	1	
frike into	1	
frike of	1	
frike out	1	
frike to	1	
frippi	1	
fripping	1	
fris	5	
frisk	14	frisk
frisk for	13	
frisk in	13	
frisk throug	1	
frisk through	5	
frisk under	7	
froboz	2	
frobozz	2	
frolic	2	frolic
frolic at	1	
frolic in	1	
frolic into	1	
frolic on	1	
frolic onto	1	
frolic out	1	
frolic over	1	
frosti	1	
frotz	13	
frown	7	frown
frown at	3	
frown to	2	
fry	3	fry
fublitske	1	
fuc	3	
fuck	67	fuck
fuck it	1	
fuck off	3	fuck off
fuck on	2	
fuck up	1	fuck up
fuck with	1	
fuck you	2	
fucker	1	
fuckhead	1	
fucking	2	fuck
fucking hell	1	
fuel	5	fuel
fuel car	1	
fuel with	1	
full	20	full
full moon	1	
full score	18	
fullscore	17	
fullscore score	14	
funny	1	
furgalnet	1	
furiously	1	
furl	1	furl
furl down	1	
furl in	1	
furl to	1	
furnish	1	furnish
furnish cut	1	
furnish direct	1	
furnish off	1	
furnish on	1	
furnish over	1	
furnish the	1	
furnish to	1	
furnish up	1	
furrow	1	furrow
fweep	1	
fzorty	1	
gab	2	gab
gab about	2	
gab concernin	1	
gab to	2	
gab with	2	
gag	3	gag
gag with	1	
gall	1	gall
gamble	1	gamble
gamble with	1	
gambol	4	gambol
gambol at	1	
gambol in	1	
gambol into	1	
gambol on	1	
gambol onto	1	
gambol out	1	
gambol over	1	
garbage	1	
garble	1	garble
garden	1	garden
gash	5	gash
gash down	3	
gash throug	1	
gash through	4	
gash up	3	
gash with	5	
gashee	2	
gask	1	
gasp	1	gasp
gaspar	1	
gawk	1	gawk
gawk around	1	
gawk at	1	
gawk behind	1	
gawk door	1	
gawk doors	1	
gawk exit	1	
gawk exits	1	
gawk for	1	
gawk in	1	
gawk inside	1	
gawk into	1	
gawk out	1	
gawk over	1	
gawk through	1	
gawk under	1	
gawk up	1	
gaze	34	gaze
gaze around	32	
gaze at	34	
gaze behind	32	
gaze down	27	
gaze for	32	
gaze in	33	
gaze into	1	
gaze near	1	
gaze on	30	
gaze out	21	
gaze over	10	
gaze shard	1	
gaze throug	17	
gaze through	8	
gaze to	5	
gaze under	32	
gaze up	25	
gaze upon	1	
gaze with	16	
gel	1	gel
gender	1	
gendering	1	
genders	1	
genki	1	
genki desu	1	
genuflect	5	genuflect
genuflect at	1	
genuflect before	5	
genuflect to	5	
gest	2	
gesticula	1	
gestur	8	
gestur at	8	
gestur to	8	
gesture	8	gesture
gesture at	6	
gesture to	5	
gesture toward	1	
gesture towards	1	
get	146	get
get across	1	get across
get all	5	
get away	4	get away
get back	2	get back
get before	1	
get behind	6	get behind
get bookcase	1	
get clue	1	
get clues	1	
get coffee	1	
get confess	1	
get confessio	1	
get down	57	get down
get dresse	4	
get dressed	5	get dressed
get drunk	5	
get everythin	4	
get everything	1	
get for	5	
get from	96	
get here	2	
get hint	1	
get hold	1	get hold
get in	95	get in
get inside	2	
get into	56	get into
get inventory	2	
get is	1	
get jiggy	1	
get leak	2	
get lost	1	
get naked	2	
get near	2	
get nekkid	1	
get nude	1	
get of	15	
get off	97	get off
get on	96	get on
get onto	53	get onto
get out	96	get out
get over	5	get over
get page	1	
get piss	2	
get rid	4	
get shit	2	
get statement	1	
get the	1	
get through	1	get through
get to	10	get to
get treat	1	
get treats	1	
get under	12	
get undres	4	
get undressed	4	
get up	95	get up
get using	1	
get warm	1	
get warmth	1	
get was	1	
get where	1	
get with	30	
ghost	3	ghost
ghosts	1	
ghoul	2	
giddap	2	
giddya	1	
giddyap	1	
giggle	6	giggle
giggle at	2	
gimble	1	
gin	1	gin
girgol	1	
girl	1	
giv	3	
give	123	give
give and	2	
give at	1	
give back	4	give back
give blood	2	
give cpr	1	
give cut	1	
give direct	1	
give for	6	
give in	1	give in
give monologue	1	
give off	1	give off
give on	1	
give out	1	give out
give over	17	
give the	1	
give to	98	
give up	11	give up
give with	5	
glake	1	
glare	1	glare
glasses	1	
glklist	2	
glo	1	
glom	1	glom
glom down	1	
glom up	1	
glove	1	
glue	10	glue
glue with	9	
glug	1	glug
gnash	1	gnash
gnash into	1	
gnaw	3	gnaw
gnaw on	2	
gnusto	5	
goal	1	
goals	2	
gobble	20	gobble
gobble down	1	
gobble from	1	
gobble on	1	
gobble up	1	gobble up
gobble with	1	
god	4	
god damn	3	
god it	1	
goddammit	1	
goddamn	3	
goddamn it	1	
goddamnit	1	
golmac	1	
gomb	1	
gomen	1	
gomen nasai	1	
gondar	1	
gonear	4	
good	4	
good afternoon	1	
good bye	2	
good evening	1	
good morning	1	
good there	1	
good-	1	
good-bye	2	
goodby	7	
goodbye	18	
goodbye to	1	
goodnight	1	
goose	1	goose
gore	1	gore
gore with	1	
gorge	1	gorge
gorge on	1	
gossip	1	gossip
gossip about	1	
gossip concernin	1	
gossip to	1	
gossip with	1	
goto	6	
goto after	1	
goto is	1	
goto over	1	
goto to	1	
goto up	1	
goto was	1	
goto where	1	
gown	1	gown
gra	3	
grab	86	grab
grab all	1	
grab apart	4	
grab before	1	
grab behind	2	
grab breath	1	
grab cellar	1	
grab clothes	1	
grab confess	1	
grab confessio	1	
grab down	17	
grab dresse	4	
grab dressed	3	
grab drunk	5	
grab everything	1	
grab flight	1	
grab for	1	
grab from	46	
grab hold	2	
grab in	36	
grab into	1	
grab inventory	9	
grab leak	2	
grab matches	1	
grab my	1	
grab nap	1	
grab of	4	
grab off	46	
grab on	36	
grab out	36	
grab over	2	
grab photo	1	
grab photograp	1	
grab picture	1	
grab piss	2	
grab rid	1	
grab shelter	1	
grab shit	2	
grab statement	1	
grab to	6	
grab under	5	
grab undres	4	
grab undressed	3	
grab up	36	
grab with	26	
grabball	1	
grade	1	grade
grade off	1	
grade on	1	
grand	1	
grand staircase	1	
grandfath	1	
grandfath clock	1	
grant	3	grant
grant cut	1	
grant direct	1	
grant off	1	
grant on	1	
grant over	1	
grant the	1	
grant to	2	
grant up	1	
granted	1	
grantme	1	
grape	1	
grapes	1	
graphic	1	
graphic big	1	
graphic display	1	
graphic large	1	
graphic off	1	
graphic on	1	
graphics	4	
graphics big	1	
graphics display	1	
graphics large	1	
graphics mode	1	
graphics off	3	
graphics on	3	
gras	2	
grasp	3	grasp
grasp down	1	
grasp from	1	
grasp in	1	
grasp off	1	
grasp on	2	
grasp out	1	
grasp up	2	
grave	1	grave
grave clothes	1	
graveclot	1	
graveyard	1	
graze	1	graze
graze down	1	
graze off	1	
grease	10	grease
grease with	7	
great	3	
great beast	1	
greet	31	greet
greet at	1	
greet to	2	
greet with	1	
greeti	7	
greetings	11	
greetings afternoon	1	
greetings evening	1	
greetings morning	1	
greetings there	1	
greetings to	1	
grief	2	
grieve	2	grieve
grill	1	grill
grim	1	
grimace	6	grimace
grimace at	3	
grimace to	2	
grimm	1	
grin	22	grin
grin at	17	
grin to	10	
grind	1	grind
grip	3	grip
grip on	1	
grip throug	1	
grip through	1	
grip with	1	
grit	1	grit
grit with	1	
gro	1	
groan	5	groan
groom	2	groom
groove	2	groove
grop	1	
grope	21	grope
grope beard	1	
grope chin	1	
grope for	4	grope for
grope goatee	1	
grope in	6	
grope inside	2	
grope moustache	1	
grope mustache	1	
grope my	1	
grope on	1	
grope onto	1	
grope out	4	
grope over	1	
grope through	4	
grope to	7	
grope with	9	
gross	1	gross
gross out	1	gross out
groucho	1	
grovel	8	grovel
grovel before	5	
grovel on	1	
grovel to	7	
grow	1	grow
growl	3	growl
growl at	2	
grr	3	
grr at	2	
grrr	2	
grrr at	2	
grrrr	2	
grrrr at	2	
grumble	2	grumble
grumble at	2	
grumble to	2	
grunt	3	grunt
grunt at	2	
guano	1	
guess	4	guess
guffaw	2	guffaw
guffaw at	1	
guillotin	1	
gulp	4	gulp
gulp down	1	
gulp from	1	
gum	1	gum
gummo	1	
gun	1	gun
guncho	1	
gurgle	2	gurgle
gut	1	gut
guzzle	15	guzzle
guzzle from	12	
gyrate	1	gyrate
gyre	1	
hack	11	hack
haggle	2	haggle
haggle with	2	
haha	1	
hahaha	1	
hahahaha	1	
hahahahah	1	
hai	1	
hail	2	hail
hail with	1	
hair	2	
hallo	1	
halp	1	
halt	4	halt
ham	2	ham
hamm	2	
hammer	6	hammer
hammer about	1	
hammer around	1	
hammer back	1	
hammer down	1	
hammer in	2	hammer in
hammer off	1	
hammer on	2	
hammer to	1	
hammer with	5	
hand	44	hand
hand at	1	
hand back	4	
hand cut	1	
hand direct	1	
hand for	4	
hand off	1	
hand on	1	
hand over	3	hand over
hand the	1	
hand to	43	
hand up	8	
hand with	3	
handcu	2	
handcu to	1	
handcuff	1	handcuff
hands	1	
handwrite	1	handwrite
handwrite in	1	
handwrite on	1	
handwrite over	1	
hang	26	hang
hang across	1	
hang alignment	1	
hang around	2	hang around
hang away	1	
hang behind	2	
hang below	1	
hang beneath	1	
hang down	3	
hang face	1	
hang from	12	
hang head	1	
hang in	10	hang in
hang inside	1	
hang into	1	
hang of	1	
hang off	2	
hang on	21	hang on
hang onto	5	
hang out	3	hang out
hang over	2	
hang pans	1	
hang throug	1	
hang through	1	
hang to	2	
hang under	3	
hang up	10	hang up
happily	1	
hard	2	
hard mode	1	
harder	2	
harder mode	1	
harken	1	harken
harken for	1	
harken to	1	
harm	2	harm
harm down	1	
harm in	1	
harm into	1	
harm laughter	1	
harm through	1	
harm with	2	
harmonize	1	harmonize
harmonize with	1	
harpo	1	
harvest	2	harvest
harvest up	1	
harvest with	1	
hastily	1	
hatch	7	hatch
hatch down	4	
hatch in	2	
hatch on	3	
hatch up	3	
hatch with	1	
hate	2	hate
haul	3	haul
haul back	1	
haul beneath	1	
haul close	1	
haul closer	1	
haul down	1	
haul in	2	
haul into	1	
haul off	1	haul off
haul on	2	
haul onto	1	
haul over	1	
haul to	2	
haul under	1	
haul underneat	1	
haul up	2	haul up
haunting	1	haunt
have	9	have
have at	1	
have bath	2	
have brows	1	
have coitus	1	
have crap	1	
have eyebrow	1	
have eyebrows	1	
have from	1	
have in	1	
have intercour	1	
have inventory	1	
have leak	1	
have my	1	
have nap	1	
have off	1	
have on	1	have on
have one	1	
have piss	1	
have pop	1	
have rest	1	
have seat	2	
have sex	3	have sex
have shit	1	
have some	1	
have swing	1	
have the	1	
have these	1	
have those	1	
have whiz	1	
have whizz	1	
have with	3	
haw	2	haw
haw at	2	
haw ha	2	
haw haw	2	
haw hee	2	
hea	3	
head	9	head
head about	1	
head across	2	
head after	2	
head around	5	
head away	3	
head back	1	
head backward	1	
head backwards	1	
head bathroom	1	
head bed	1	
head behind	4	
head butt	2	
head by	3	
head down	3	
head downstair	1	
head downward	1	
head for	3	
head forward	1	
head hell	1	
head in	6	
head inside	2	
head into	2	
head loo	1	
head near	1	
head of	1	
head off	3	head off
head on	4	
head onto	1	
head onward	1	
head out	5	
head outside	1	
head over	6	
head sleep	1	
head the	1	
head throug	2	
head through	3	
head to	5	
head toward	2	
head towards	1	
head under	2	
head up	6	head up
head upstairs	1	
head upwards	1	
head with	3	
headbut	1	
headbut into	1	
headbut with	1	
headbutt	3	headbutt
headbutt into	1	
headbutt with	1	
heal	3	heal
hear	80	hear
hear aside	1	
hear at	1	
hear for	2	
hear to	17	
heat	8	heat
heat by	2	
heat over	3	
heat up	2	heat up
heat with	4	
heave	4	heave
heave across	1	
heave at	2	
heave back	1	
heave down	2	
heave in	3	
heave into	1	
heave off	3	
heave on	2	
heave onto	1	
heave out	1	
heave over	3	
heave through	2	
heave to	3	
heave up	2	heave up
hee	2	
hee at	2	
hee ha	2	
hee haw	2	
hee hee	2	
heed	1	heed
heel	4	heel
heel tap	1	
heel-tap	1	
heh	2	
hehe	1	
heheh	1	
hehehe	1	
heheheh	1	
heist	1	heist
heist from	1	
heist inventory	1	
heist off	1	
heist with	1	
hel	10	
hell	6	
hell on	1	
hello	59	
hello afternoon	1	
hello evening	1	
hello morning	1	
hello there	1	
hello to	1	
help	126	help
help credit	1	
help credits	1	
help me	5	
help off	8	
help out	1	help out
help to	1	
help verb	1	
help verbs	1	
herd	1	herd
here	1	
heretic	1	
heretics	1	
hermit	1	
hermits	1	
heteronor	1	
heteronor off	1	
heteronor on	1	
hey	3	
hey to	1	
hey up	1	
hiccough	3	hiccough
hiccup	4	hiccup
hide	59	hide
hide across	1	
hide agains	1	
hide among	1	
hide at	1	
hide behind	42	
hide beneath	1	
hide betwee	1	
hide by	1	
hide down	6	
hide from	9	
hide in	32	
hide inside	4	
hide into	2	
hide on	11	
hide onto	1	
hide out	3	hide out
hide over	1	
hide pit	1	
hide under	42	
hide underneat	1	
hide within	1	
hie	1	hie
hie back	1	
hie into	1	
highlight	2	highlight
highlight off	1	
highlight on	1	
hike	11	hike
hike about	1	
hike across	2	
hike after	1	
hike around	10	
hike away	6	
hike back	1	
hike backward	1	
hike backwards	1	
hike bathroom	1	
hike bed	1	
hike behind	9	
hike by	1	
hike down	9	
hike downstair	1	
hike downward	1	
hike forward	1	
hike from	4	
hike hell	1	
hike in	10	
hike inside	1	
hike into	1	
hike loo	1	
hike near	1	
hike off	2	
hike on	10	
hike onward	1	
hike out	9	
hike outside	1	
hike over	10	
hike past	1	
hike sleep	1	
hike the	1	
hike throug	3	
hike through	7	
hike to	10	
hike toward	1	
hike towards	1	
hike under	8	
hike up	10	hike up
hike upstairs	1	
hike upwards	1	
hike with	1	
hildebud	1	
hilight	2	
hilight off	1	
hilight on	1	
hilightin	1	
hilightin off	1	
hilightin on	1	
hilite	1	
hint	78	hint
hint about	3	
hint attendant	1	
hint beatrice	1	
hint bird	1	
hint cornelia	1	
hint dump	1	
hint hogg	1	
hint horus	1	
hint no	1	
hint nodump	1	
hint normal	1	
hint off	16	
hint on	2	
hint parrot	1	
hint restore	1	
hint viscount	1	
hints	53	
hints dump	1	
hints no	1	
hints nodump	1	
hints normal	1	
hints off	16	
hints on	2	
hints restore	1	
hiss	5	hiss
hiss at	4	
hiss for	2	
hiss to	1	
hit	117	hit
hit about	1	
hit against	2	
hit around	2	
hit at	5	
hit back	1	
hit buckle	1	
hit by	1	
hit collar	1	
hit down	7	
hit in	6	
hit into	1	
hit laughter	1	
hit off	2	
hit on	4	
hit over	1	
hit the	1	
hit through	2	
hit to	1	
hit up	1	
hit using	2	
hit with	62	
hitch	4	hitch
hitch around	2	
hitch before	1	
hitch in	1	
hitch to	1	
hitch together	1	
hitch up	1	hitch up
hitchh	1	
hitchhike	1	hitchhike
hiya	2	
hleft	1	
hobble	1	hobble
hocus	2	
hogwash	1	
hoist	11	hoist
hoist out	1	
hoist up	10	
hoist with	5	
hol	2	
hold	113	hold
hold above	1	
